Desc,Mile,Elev,Rescaled,Highlight
Green Mountain and Finger Lakes National Forests,1697.0,3549,1704.1,
Snowden Peak,1697.5,3546,1704.6,
Pico Camp,1699.3,3543,1706.4,
Churchhill Scott,1700.8,2644,1707.9,
US Rte 4,1702.8,1883,1709.9,
Tucker Johnson (old shelter),1703.6,2290,1710.7,
Willard Gap,1703.8,2244,1710.9,
Gifford Woods State Park,1705.9,1624,1713.0,
Killington  VT 05751,1706.1,1581,1713.2,
Kent Pond Access Rd,1706.1,1578,1713.2,
Kent Brook,1706.2,1564,1713.3,
Kent Pond,1706.6,1541,1713.7,
Thundering Brook Rd,1706.8,1541,1713.9,
Thunder Falls Parking,1708.0,1371,1715.1,
Lake/pond/tank,1708.2,1213,1715.3,
River Rd,1708.3,1210,1715.4,-
Green Mountain and Finger Lakes National Forests,1708.9,1706,1716.0,
Windsor,1712.3,2063,1719.4,
Stony Brook,1712.7,1781,1719.8,
Stony Brook,1713.3,1348,1720.5,
Green Mountain and Finger Lakes National Forests,1716.7,2293,1723.9,
Locust Creek,1717.0,2007,1724.2,
No Official Name or Unknown,1719.6,2385,1726.8,
Winturri,1722.0,2070,1729.2,-
Green Mountain and Finger Lakes National Forests,1723.4,1482,1730.6,
Maple Valley Rd,1723.6,1404,1730.8,
VT 12,1725.7,862,1732.9,
State Rte 12,1725.8,856,1733.0,
Dana Hill,1726.7,1502,1733.9,
South Pomfret  VT 05067,1728.0,784,1735.2,
Totman Hill Rd,1729.0,1007,1736.2,
Bartlett Brook Rd,1729.8,990,1737.0,
Pomfret Rd,1730.4,918,1737.6,
Cloudland,1732.7,1387,1739.9,-
Cloudland,1733.2,1630,1740.4,
Thistle Hill,1734.5,1827,1741.7,
Thistle Hill,1734.6,1738,1741.8,
Joe Ranger Road,1736.1,1322,1743.3,
Bunker Hill Rd,1736.2,1364,1743.4,
Quechee West Hartford Rd,1739.9,472,1747.2,
White River,1740.1,370,1747.4,
Podunk Brook,1740.3,370,1747.6,
Tigertown Brook,1740.5,374,1747.8,
Tigertown Rd,1740.6,426,1747.9,
Vietnam Veterans Memorial Hwy,1740.8,508,1748.1,
Tigertown Brook,1740.9,511,1748.2,
Green Mountain and Finger Lakes National Forests,1741.3,820,1748.6,
Podunk Brook,1741.8,816,1749.1,
Illsley Rd,1742.1,1020,1749.4,
Burton Woods Rd,1742.5,1007,1749.8,
Happy Hill,1744.2,1407,1751.5,
Newton Ln,1746.0,1154,1753.3,
Vermont,1747.6,853,1754.9,
Elm St,1747.7,777,1755.0,
Hopson Rd,1748.0,606,1755.3,
Lake/pond/tank,1748.1,597,1755.4,
Bloody Brook,1748.4,452,1755.7,
Jones Cir,1748.6,521,1755.9,
Norwich  VT 05055,1748.7,524,1756.0,
US Hwy 5,1748.8,518,1756.1,
I-91,1749.2,482,1756.5,
McKenna Rd,1749.3,485,1756.6,
River Rd,1749.5,396,1756.8,
New Hampshire,1749.6,396,1756.9,
Main St,1749.7,429,1757.0,
Cemetery Ln,1750.0,501,1757.3,
Massachusetts Row,1750.1,524,1757.4,
Hanover NH,1750.1,528,1757.4,-
Crosby St,1750.4,505,1757.7,
Summer St,1750.6,501,1757.9,
White Mountain National Forest,1750.8,511,1758.1,
Velvet Rocks,1752.0,866,1759.3,
Lake/pond/tank,1753.9,784,1761.2,
Lake/pond/tank,1754.0,784,1761.3,
Trescot Road,1754.6,915,1761.9,
Trescott Rd,1754.7,921,1762.0,
Etna Hanover Center Road,1756.0,823,1763.3,
Three Mile Road,1758.4,1368,1765.7,
Three Mile Rd,1758.5,1387,1765.8,
South Peak,1760.4,2280,1767.7,
Moose Mountain,1761.0,2112,1768.4,
Old Moose Mountain (old shelter),1761.2,2086,1768.6,
North Peak,1761.9,2303,1769.3,
Goose Pond Road (NH),1764.2,925,1771.6,
Hewes Brook,1764.7,866,1772.1,
Tyler Hill Rd,1765.7,1715,1773.1,
Trapper John,1767.1,1473,1774.5,-
Lyme  NH 03768,1767.9,885,1775.3,
Dartmouth Skiway,1768.0,885,1775.4,
Grant Brook,1769.8,1102,1777.2,
Lambert Ridge,1771.7,2378,1779.1,
Fire Warden's Cabin,1773.6,3221,1781.0,
Smarts Mountain,1774.0,3221,1781.4,
No Official Name or Unknown,1777.3,1443,1784.7,
Lake/pond/tank,1778.3,1938,1785.7,
North Branch Jacobs Brook,1778.4,1912,1785.8,
Hexacuba,1778.8,2057,1786.2,
Mount Cube,1780.3,2874,1787.7,
Brackett Brook,1782.1,1476,1789.5,-
NH 25A trailhead,1783.6,908,1791.0,
Pond Brook,1783.7,898,1791.1,
White Mountain National Forest,1783.8,902,1791.2,
White Mountain National Forest,1784.3,1131,1791.7,
Cape Moonshine Rd,1785.5,1420,1793.0,
Ore Hill (old shelter),1786.0,1807,1793.5,
Lake/pond/tank,1787.6,1640,1795.1,
Ore Hill,1788.1,1791,1795.6,
Lake Tarleton Rd,1788.8,1538,1796.3,
Ore Hill Brook,1788.9,1512,1796.4,
Mount Mist,1790.7,2217,1798.2,
Wachipauka Pond,1791.8,1558,1799.3,
Oliverian Notch,1793.7,1046,1801.2,
NH 25,1793.8,1017,1801.3,
Oliverian Brook,1793.9,1010,1801.4,
White Mountain National Forest,1794.4,1266,1801.9,
Jeffers Brook,1794.8,1305,1802.3,-
Jeffers Brook Road,1794.9,1335,1802.4,
Still Brook,1795.0,1341,1802.5,
High St,1795.1,1361,1802.6,
Sanitarium Road,1795.3,1486,1802.8,
South Peak,1798.1,4333,1805.6,
Mount Moosilauke,1799.2,4812,1806.7,
Beaver Brook,1801.3,3720,1808.8,
Beaver Brook,1801.7,2969,1809.2,
Beaver Pond,1802.6,1866,1810.1,
Appalachain Trl,1802.8,1998,1810.3,
Blue Ridge,1803.2,2614,1810.7,
Mount Wolf,1807.0,3454,1814.5,
Lake/pond/tank,1807.7,3192,1815.2,
White Mountain National Forest,1808.9,2565,1816.5,
Eliza Brook,1809.7,2388,1817.3,-
Eliza Brook,1809.8,2385,1817.4,
Eliza Brook,1810.7,3038,1818.3,
Harrington Pond,1811.1,3389,1818.7,
South Peak Kinsman Mountain,1812.0,4301,1819.6,
Kinsman Mountain,1812.3,4163,1819.9,
North Peak,1812.9,4242,1820.5,
Kinsman Pond,1813.4,3743,1821.0,
Lonesome Lake Hut,1815.2,2742,1822.8,
Lonesome Lake,1815.3,2723,1822.9,
Cascade Brook,1816.1,2296,1823.7,
Cascade Brook,1816.6,2086,1824.2,
Whitehouse Brook,1817.7,1512,1825.3,
Sen Styles Bridge Hwy,1817.9,1420,1825.5,
Sen Styles Bridge Hwy,1818.0,1410,1825.6,
NH 3,1818.1,1407,1825.7,-
White Mountain National Forest,1818.9,1919,1826.5,
Little Haystack Mountain,1822.7,4740,1830.3,
Mount Lincoln,1823.3,5078,1830.9,
Franconia Ridge,1823.4,5003,1831.0,
Garfield Ridge,1826.1,3756,1833.7,
Garfield Pond,1827.1,3871,1834.7,
Mount Garfield,1827.5,4452,1835.1,
Garfield Ridge,1827.8,4038,1835.4,-
Galehead Hut,1830.3,3753,1837.9,
South Twin Mountain,1831.1,4885,1838.7,
Mount Guyot,1833.1,4576,1840.8,
Whitewall Brook,1836.7,2673,1844.4,
Zealand Falls Hut,1836.8,2647,1844.5,
Zealand Pond,1837.0,2463,1844.7,
Grafton,1839.1,2437,1846.8,
North Fork East Branch Pemigewasset River,1839.5,2460,1847.2,
Ethan Pond,1841.6,2831,1849.3,-
Ethan Pond,1841.8,2854,1849.5,
Lake/pond/tank,1842.4,2896,1850.1,
White Mountain National Forest,1842.5,2877,1850.2,
Ethan Pond Trailhead,1844.4,1407,1852.1,
US 302,1844.7,1263,1852.4,
Crawford Notch Rd,1844.8,1256,1852.5,
Saco River,1844.9,1246,1852.6,
Presidential Range-Dry River Wilderness,1845.5,1912,1853.2,
Coos,1846.7,3169,1854.4,
White Mountain National Forest,1847.6,3618,1855.3,
Mount Webster,1847.8,3841,1855.5,
Carroll,1848.0,3815,1855.7,
Mount Jackson,1849.1,4019,1856.8,
Mizpah Spring Hut,1850.7,3795,1858.4,
Mount Pierce,1851.5,4288,1859.2,
Presidential Range,1853.3,4442,1861.0,
Mount Franklin,1854.4,4950,1862.1,
Lakes of the Clouds,1855.6,5019,1863.3,-
Lake/pond/tank,1855.7,5088,1863.4,
Mt. Washington  NH 03589,1856.9,6151,1864.7,
Great Gulf Wilderness,1857.4,5672,1865.2,
Mount Clay,1858.3,5337,1866.1,
Edmands Col,1860.3,4947,1868.1,
Great Gulf Wilderness,1860.6,5098,1868.4,
Adams Five,1860.8,5223,1868.6,
Mount Quincy Adams,1862.0,5160,1869.8,
Madison Spring Hut,1862.4,4783,1870.2,
Mount Madison,1862.8,5318,1870.6,
Osgood Ridge,1864.0,4271,1871.8,
Parapet Brook,1865.7,2283,1873.5,
Madison Gulf,1865.8,2283,1873.6,
Great Gulf Wilderness,1866.0,2309,1873.8,
Lows Bald Spot,1867.6,2808,1875.4,
Mount Washington Auto Rd,1867.8,2673,1875.6,
Peabody River,1869.1,2227,1876.9,
Pinkham Notch,1869.7,2030,1877.5,-
White Mountain Rd,1869.8,2020,1877.6,
Lake/pond/tank,1870.4,2103,1878.2,
Wildcat Ridge,1873.9,4281,1881.7,
Wildcat Mountain,1874.2,4416,1882.0,
Carter Notch,1874.9,3395,1882.7,
Lake/pond/tank,1875.1,3287,1882.9,
Carter Dome,1876.2,4822,1884.0,
Mount Hight,1877.1,4665,1884.9,
Zeta Pass,1877.6,3904,1885.4,
South Carter Mountain,1878.3,4416,1886.1,
Middle Carter Mountain,1879.5,4596,1887.3,
North Carter Mountain,1880.4,4524,1888.2,
Imp Mountain,1881.7,3395,1889.6,
Imp Campsite,1882.1,3218,1890.0,
Mount Moriah,1883.8,3969,1891.7,
White Mountain National Forest,1885.3,3116,1893.2,
Rattle River,1886.1,1998,1894.0,
Rattle River,1887.3,1361,1895.2,
Rattle River,1887.6,1230,1895.5,-
US Hwy 2,1889.3,761,1897.2,
Gorham  NH 03581,1889.4,780,1897.3,
North Rd,1889.5,777,1897.4,
Androscoggin River,1889.8,698,1897.7,
Hogan Rd,1890.0,770,1897.9,
No Official Name or Unknown,1890.2,770,1898.1,
Cascade Mountain,1894.9,2618,1902.8,
Trident Pass,1896.0,2017,1903.9,-
Page Pond,1896.9,2224,1904.8,
Wocket Ledge,1897.7,2801,1905.6,
Dream Lake,1898.6,2627,1906.5,
Upper Gentian Pond,1899.9,2549,1907.8,
Austin Mill Brook,1900.1,2503,1908.0,
Gentian Pond,1900.5,2152,1908.4,
Gentian Pond,1900.7,2165,1908.6,
Coos,1902.6,3326,1910.5,
Mount Success,1903.3,3562,1911.2,
Maine,1905.1,2969,1913.1,
Carlo Col,1905.4,3139,1913.4,-
Carlo Col,1905.6,3185,1913.6,
Mount Carlo,1905.9,3562,1913.9,
Goose Eye Mountain,1907.2,3822,1915.2,
North Peak,1908.7,3664,1916.7,
Full Goose,1909.7,2972,1917.7,
South Peak,1910.2,3379,1918.2,
Mahoosuc Notch,1911.2,2503,1919.2,
Mahoosuc Arm,1913.4,3733,1921.4,
Speck Pond,1914.0,3405,1922.0,-
Speck Pond,1914.2,3425,1922.2,
NH 26 (Grafton Notch),1918.6,1502,1926.6,
Bear River,1918.7,1492,1926.7,
Baldpate Lean-to,1921.0,2677,1929.0,
West Peak,1921.7,3664,1929.7,
Baldpate Mountain,1922.6,3782,1930.6,
Little Baldpate Mountain,1923.0,3431,1931.0,
Frye Notch Lean-to,1924.3,2319,1932.3,
West Branch Ellis River,1927.9,1259,1935.9,
E B Hill Rd,1928.7,1486,1936.8,
Burroughs Brook,1930.5,2050,1938.6,-
Wyman Mountain,1933.3,2919,1941.4,
Moody Brook,1934.4,2578,1942.5,
Hall Mountain Lean-to,1934.5,2621,1942.6,
Sawyer Notch,1935.7,1112,1943.8,
Sawyer Brook,1935.8,1089,1943.9,
Black Brook,1938.4,1404,1946.5,
Oxford,1939.2,2490,1947.3,
Franklin,1940.5,3100,1948.6,
Old Blue Mountain,1941.0,3562,1949.1,
Bemis Mountain,1944.9,3562,1953.0,-
Bemis Mountain Lean-to,1946.6,2814,1954.7,
Bemis Stream,1950.3,1496,1958.4,
State Rte 17,1951.1,2214,1959.2,
Spruce Mountain,1951.9,2506,1960.0,
Trl C,1954.1,2381,1962.3,
Lake/pond/tank,1954.2,2358,1962.4,
Long Pond,1954.3,2326,1962.5,
Sabbath Day Pond Lean-to,1954.7,2375,1962.9,
Trl A,1955.1,2398,1963.3,
Four Ponds Brook,1955.2,2372,1963.4,
Lake/pond/tank,1957.8,2650,1966.0,
Lake/pond/tank,1959.2,2434,1967.4,
Chandler Mill Stream,1960.3,2178,1968.5,
South Pond,1961.8,2178,1970.0,
Rangely ME,1963.8,1610,1972.0,-
Sandy River,1963.9,1578,1972.1,
Beech Hill Rd,1964.5,1870,1972.7,
Piazza Rock Lean-to,1965.6,2083,1973.8,
Lake/pond/tank,1966.4,2358,1974.6,
Saddleback Stream,1966.7,2509,1974.9,
Lake/pond/tank,1967.0,2631,1975.2,
Cascade Stream,1967.3,2637,1975.5,
Saddleback Mountain,1969.3,4117,1977.5,
The Horn,1970.8,4012,1979.0,
Saddleback Junior,1972.7,3635,1980.9,
Poplar Ridge Lean-to,1974.0,2952,1982.2,
Orbeton Stream,1976.6,1558,1984.9,
Lone Mountain,1979.6,3244,1987.9,
Spaulding Mountain Lean-to,1981.7,3120,1990.0,-
South Branch Carrabasset River,1986.6,2139,1994.9,
Caribou Valley Road (pull-off 2),1986.7,2211,1995.0,
Caribou Pond Rd,1986.8,2244,1995.1,
South Crocker Mountain,1988.7,4022,1997.0,
Crocker Mountain,1989.6,4219,1997.9,
Carrabassett Dr,1994.6,1391,2002.9,-
No Official Name Or Unknown,1995.5,1276,2003.8,
Stratton Brook,1995.6,1236,2003.9,
Cranberry Peak Rd,1996.1,1312,2004.4,
Franklin,1999.5,3149,2007.8,
Horns Pond Lean-to (east),1999.6,3152,2007.9,
The Horns,2000.1,3782,2008.4,
Somerset,2001.2,3435,2009.6,
Mount Bigelow,2002.0,4045,2010.4,
West Peak,2002.1,4127,2010.5,
Avery Col,2002.4,3802,2010.8,-
Avery Peak,2002.8,4064,2011.2,
Little Bigelow Mountain,2007.3,3044,2015.7,
Little Bigelow Lean-to,2009.4,1791,2017.8,
Bog Brook Road,2010.7,1167,2019.1,
E Flagstaff Rd,2010.8,1161,2019.2,
Bog Brook Rd,2011.0,1164,2019.4,
Flagstaff Lake,2011.4,1145,2019.8,
Jerome Brook,2013.8,1230,2022.2,
Pond Stream,2016.4,1351,2024.8,
West Carry Pond Lean-to,2017.1,1322,2025.5,
West Carry Pond,2017.7,1315,2026.1,
Lane Pond Rd,2019.5,1259,2027.9,
Middle Carry Pond,2019.8,1233,2028.2,
East Carry Pond,2021.0,1233,2029.4,
Scott Rd,2022.9,1292,2031.3,
Lake/pond/tank,2023.1,1250,2031.5,
Lake/pond/tank,2023.6,1154,2032.0,
North Branch Carrying Place Stream,2023.7,1158,2032.1,
Pierce Pond Lean-to,2027.2,1171,2035.7,-
Lake/pond/tank,2027.3,1135,2035.8,
Lake/pond/tank,2027.4,1118,2035.9,
Lake/pond/tank,2027.5,1112,2036.0,
Lake/pond/tank,2027.6,1099,2036.1,
Bowtown Rd,2027.8,1059,2036.3,
Otter Pond Stream,2028.9,830,2037.4,
Kennebec River,2030.7,492,2039.2,
Caratunk  ME 04925,2031.0,518,2039.5,-
US Hwy 201,2031.1,528,2039.6,
Holly Brook,2033.2,790,2041.7,
Holly Brook,2035.7,1289,2044.2,
Boise Rd,2036.4,1423,2044.9,
No Official Name Or Unknown,2036.5,1420,2045.0,
Pleasant Pond Lean-to,2036.8,1364,2045.3,
Pleasant Pond Road,2037.0,1335,2045.5,
Pleasant Pond Mountain,2038.0,2463,2046.5,
Middle Mountain,2038.7,2280,2047.2,
Moxie Pond,2042.8,971,2051.3,
Bald Mountain Brook,2045.3,1246,2053.8,
Bald Mountain Brook Lean-to,2045.4,1292,2053.9,-
Bald Mountain,2047.4,2614,2055.9,
Moxie Bald Lean-to,2049.4,1220,2058.0,
Bald Mountain Stream,2051.5,1210,2060.1,
Bald Mountain Stream,2052.0,1190,2060.6,
Piscataquis,2052.5,1158,2061.1,
Bald Mountain Stream,2052.7,1135,2061.3,
Marble Brook,2055.0,974,2063.6,
Bald Mountain Stream,2055.3,964,2063.9,
Horseshoe Canyon Lean-to,2058.4,787,2067.0,-
East Branch Piscataquis River,2060.7,583,2069.3,
N Blanchard Shirley Rd,2061.2,885,2069.8,
Jackson Brook Ln,2062.8,912,2071.4,
Lake Hebron,2063.2,849,2071.8,
Pleasant Road,2064.2,895,2072.8,
Wyman Rd,2064.6,1036,2073.2,
Gully Brook,2066.1,1220,2074.7,
ME 15,2067.5,1207,2076.1,-
Goodell Brook,2067.7,1164,2076.3,
Bell Pond,2068.7,1276,2077.3,
Lily Pond,2069.5,1138,2078.1,
Leeman Brook,2070.5,1033,2079.1,
Leeman Brook Lean-to,2070.6,1049,2079.2,
North Pond,2071.2,1026,2079.8,
North Pond Brook,2071.4,1020,2080.0,
Mud Pond,2072.8,1046,2081.5,
Lake/pond/tank,2074.1,892,2082.8,
Little Wilson Stream,2074.4,774,2083.1,
Lake/pond/tank,2074.7,925,2083.4,
Thompson Brook,2076.9,574,2085.6,
Big Wilson Stream,2077.3,590,2086.0,
Wilson Valley Lean-to,2078.0,954,2086.7,
Wilber Brook,2081.2,593,2089.9,
Vaughn Stream,2081.3,616,2090.0,
Willimantic Rd,2081.8,649,2090.5,
Long Pond Stream,2081.9,606,2090.6,
Long Pond Stream,2082.1,675,2090.8,
Long Pond Stream,2082.5,748,2091.2,
Long Pond Lean-to,2082.7,885,2091.4,
Barren Mountain,2085.6,2637,2094.3,
Cloud Pond Lean-to,2086.5,2493,2095.2,-
Fourth Mountain,2088.8,2339,2097.5,
Third Mountain,2090.9,2020,2099.6,
Lake/pond/tank,2091.5,1696,2100.2,
Columbus Mountain,2092.4,2309,2101.1,
Chairback Gap Lean-to,2093.0,1958,2101.7,
Chairback Mountain,2093.5,2181,2102.2,
Katahdin Iron Works Rd,2096.9,757,2105.7,
Henderson Brook,2097.0,698,2105.8,
West Branch Pleasant River,2097.3,646,2106.1,
West Branch Pleasant River,2097.5,652,2106.3,
Gulf Hagas Brook,2100.1,1151,2108.9,
Gulf Hagas Brook,2102.8,1902,2111.6,
Carl A. Newhall Lean-to,2102.9,1935,2111.7,
Gulf Hagas Mountain,2103.8,2687,2112.6,-
West Peak,2105.3,3169,2114.1,
Hay Mountain,2106.8,3241,2115.6,
White Cap Mountain,2108.5,3641,2117.3,
Logan Brook Lean-to,2109.8,2378,2118.6,
Logan Brook,2110.4,1984,2119.2,
Lake/pond/tank,2113.3,1236,2122.1,
East Branch Lean-to,2113.4,1233,2122.2,
Lake/pond/tank,2113.7,1213,2122.5,
Mountain View Pond,2115.2,1587,2124.0,
Lake/pond/tank,2115.3,1591,2124.1,
Little Boardman Mountain,2116.8,2001,2125.6,
Kokadjo  B Pond Road,2118.1,1259,2126.9,
Crawford Pond,2119.0,1217,2127.8,
Cooper Brook Falls Lean-to,2121.5,928,2130.4,-
Jo Mary Road,2125.2,606,2134.1,
Jo Mary Rd,2125.3,613,2134.2,
Mud Brook,2128.3,501,2137.2,
Jo-Mary Lake,2129.5,495,2138.4,
Potaywadjo Spring Lean-to,2133.0,606,2141.9,
Tirio Access Rd,2133.2,554,2142.1,
Twitchell Brook,2133.5,492,2142.4,
Pemadumcook Lake,2133.6,492,2142.5,
Tirio Access Rd,2134.5,511,2143.4,
Deer Brook,2134.8,498,2143.7,
Tumbledown Dick Stream,2136.9,511,2145.8,
Nahmakanta Stream,2137.1,511,2146.0,
Nahmakanta Stream,2137.9,544,2146.8,
Nahmakanta Stream,2138.0,547,2146.9,
Nahmakanta Stream,2138.5,570,2147.4,
No Official Name Or Unknown,2140.2,636,2149.1,
Nahmakanta Lake,2140.7,646,2149.6,
Prentiss Brook,2141.3,652,2150.2,
Wadleigh Stream Lean-to,2143.0,702,2151.9,
logging rd n of nesuntabunt mt,2146.0,1023,2155.0,
Crescent Pond,2146.5,967,2155.5,-
Pollywog Stream,2147.9,702,2156.9,
Pollywog Stream,2148.2,679,2157.2,
Lake/pond/tank,2148.3,675,2157.3,
Pollywog Stream,2148.4,669,2157.4,
Rainbow Stream,2149.6,810,2158.6,
Lake/pond/tank,2150.4,967,2159.4,
Rainbow Stream Lean-to,2150.8,1003,2159.8,
Lake/pond/tank,2150.9,1017,2159.9,
Lake/pond/tank,2151.5,1030,2160.5,
Little Beaver Pond,2157.6,1049,2166.6,
Lake/pond/tank,2161.7,698,2170.7,
Hurd Brook Lean-to,2161.8,702,2170.8,
Golden Road,2165.0,587,2174.0,
Golden Road Pull-off,2165.1,583,2174.1,
Abol Bridge Campground Store,2165.2,583,2174.2,-
Millinocket  ME 04462,2165.4,593,2174.4,
Appalachian Trl,2165.6,593,2174.6,
No Official Name or Unknown,2165.8,570,2174.8,
Lake/pond/tank,2166.0,574,2175.0,
Katahdin Stream,2166.3,570,2175.3,
Foss and Knowlton Brook,2167.1,574,2176.1,
Lake/pond/tank,2167.6,570,2176.6,
Daicey Pond,2172.8,1053,2181.9,
Daicey Pond,2173.1,1092,2182.2,
Elbow Pond,2173.7,1043,2182.8,
Tracy Pond,2174.1,1056,2183.2,
Lake/pond/tank,2174.2,1062,2183.3,
Main St,2174.3,1062,2183.4,
Katahdin Stream Cg Shelter  No.7,2175.0,1072,2184.1,
The Birches Lean-to No. 1,2175.1,1079,2184.2,-
Katahdin Stream,2176.2,1522,2185.3,
Hunts Peak,2178.1,3812,2187.2,
Thoreau Spring,2179.1,4632,2188.2,
Mount Katahdin,2180.0,5236,2189.1,-